Assets,EarningsPerShareBasic,NetIncomeLoss,RetainedEarningsAccumulatedDeficit,StockholdersEquity,anomaly
-0.953693146492158,-0.8321178527215615,0.1969465599110052,-0.7017630157487207,-0.5744305750678725,0
-0.953693146492158,0.0,0.0,-0.7017630157487207,-0.5744305750678725,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.1719419494942059,-0.012673780346096295,0.0,0.0,0
0.0,-1.2128103117479765,-1.0783570230850061,0.0,0.0,0
0.0,-0.3866926802871822,-0.8955113877523555,0.0,0.0,0
0.0,-1.0944833930381241,-1.1642753533025176,0.0,-1.4905040350859284,0
0.0,0.0,0.0,0.0,0.0,0
0.0,-0.2206838145114021,-0.5955908627413521,0.0,0.0,0
-0.9491937559183666,1.3128121545220481,1.0462886618328846,-0.4609284450216009,-0.5513060374961208,0
