end_date,year,ticker,form,Assets,EarningsPerShareBasic,EarningsPerShareDiluted,LiabilitiesAndStockholdersEquity,NetIncomeLoss,RetainedEarningsAccumulatedDeficit,StockholdersEquity,anomaly
2009-04-25,2009,CSCO,10-Q,,-0.05158730158730156,-0.03688524590163938,,1.1475538124615694,,,0
2009-04-25,2009,CSCO,8-K,,-0.3928571428571429,-0.38934426229508207,,0.07728868271087927,,,0
2009-04-26,2009,QCOM,10-Q,,,,,,,,0
2009-04-30,2009,HPQ,10-Q,,0.3928571428571429,0.4057377049180327,,0.9139297188258038,,,0
2009-04-30,2009,LVS,10-K,,,,,,,,0
2009-04-30,2009,LVS,10-K/A,,,,,,,,0
2009-04-30,2009,SJM,10-K,-0.3028939445815944,0.7500000000000001,0.790983606557377,,-0.15189738171698464,,-0.185452547145837,0
2009-04-30,2009,SJM,10-Q,,,,,,,,0
2009-04-30,2009,SJM,8-K,-0.3028939445815944,0.7500000000000001,0.790983606557377,,-0.15189738171698464,,-0.185452547145837,0
2009-04-30,2009,WFC,10-K,,,,,,,,0
2009-05-02,2009,TGT,10-K,,-0.21031746031746038,-0.20081967213114763,,,,,0
2009-05-02,2009,TGT,10-Q,0.00432427353675859,-0.21031746031746038,-0.20081967213114763,0.004330723794636565,,0.13333085148599447,,0
2009-05-03,2009,HD,10-K,,,,,,,,0
2009-05-03,2009,HD,10-Q,,-0.36111111111111116,-0.3606557377049181,,-0.09935907470294927,,,0
2009-05-03,2009,YUM,10-Q,,,,,,,,0
2009-05-04,2009,YUM,10-Q,,,,,,,,0
2009-05-31,2009,BAC,10-K,,,,,,,,0
2009-05-31,2009,BAC,8-K,,,,,,,,0
2009-05-31,2009,ORCL,10-K,0.03165163529568269,-0.04761904761904758,-0.03688524590163938,0.031698848129972965,0.9942049199344569,0.13542941814370846,0.22714027081926505,0
2009-05-31,2009,ORCL,10-Q,0.03165163529568269,,,0.031698848129972965,,0.13542941814370846,0.22714027081926505,0
2009-05-31,2009,ORCL,10-Q/A,,,,,,,,0
2009-06-13,2009,PEP,10-Q,,0.646825396825397,0.6803278688524589,,0.7353757118293028,,,0
2009-06-13,2009,YUM,10-K,,-0.22619047619047622,-0.22540983606557383,,-0.14405053371292267,,,0
2009-06-13,2009,YUM,10-Q,,0.2142857142857144,0.2172131147540983,,-0.033698637294931465,,,0
2009-06-24,2009,EAT,10-K,,-0.17460317460317462,-0.16803278688524598,,-0.19146033483158803,,-0.2733561589546166,0
2009-06-24,2009,EAT,10-Q,,,,,,,,0
2009-06-27,2009,AAPL,10-K,,0.32936507936507936,0.3401639344262294,,0.1789564567620036,,,0
2009-06-27,2009,AAPL,10-Q,0.037826732022730465,5.214285714285714,5.307377049180328,0.03788315587616009,2.502700496237228,0.3074543890993339,0.24348011902207523,0
2009-06-27,2009,AMD,10-Q,,-1.134920634920635,-1.1557377049180328,,,,,1
2009-06-27,2009,INTC,10-Q,0.04568206915755228,-0.4960317460317461,-0.4959016393442624,0.04575021034334013,-0.24360022913798193,0.5180872370592048,0.5129238063664103,0
2009-06-27,2009,TSN,10-Q,,,-0.4385245901639346,,-0.19954419371582804,,,0
2009-06-28,2009,PZZA,10-Q,-0.36932209557843715,0.17857142857142858,0.19672131147540975,-0.3698729910609419,-0.19844427548531243,-0.20172759443413085,-0.28310592994591083,0
2009-06-28,2009,QCOM,10-K,,-0.30555555555555564,-0.3032786885245903,,,,,0
2009-06-28,2009,QCOM,10-Q,-0.1534562711506125,-0.11507936507936511,-0.11065573770491813,-0.15368517260966683,,0.10156487673566589,,0
